short_id,original_unique_id,dataset,sub_manuscript_id,layout
000356,5354_0002,sanskrit-manuscripts,vrittaratnakarah,complex
000357,5354_0011,sanskrit-manuscripts,vrittaratnakarah,complex
000358,5354_0006,sanskrit-manuscripts,vrittaratnakarah,complex
000359,5354_0053,sanskrit-manuscripts,vrittaratnakarah,simple
000360,5354_0043,sanskrit-manuscripts,vrittaratnakarah,simple
000361,5354_0018,sanskrit-manuscripts,vrittaratnakarah,complex
000362,5354_0051,sanskrit-manuscripts,vrittaratnakarah,simple
000363,5354_0035,sanskrit-manuscripts,vrittaratnakarah,complex
000364,5354_0024,sanskrit-manuscripts,vrittaratnakarah,complex
000365,5354_0036,sanskrit-manuscripts,vrittaratnakarah,complex
000366,5354_0056,sanskrit-manuscripts,vrittaratnakarah,simple
000367,5354_0058,sanskrit-manuscripts,vrittaratnakarah,complex
000368,5354_0007,sanskrit-manuscripts,vrittaratnakarah,complex
000369,5354_0040,sanskrit-manuscripts,vrittaratnakarah,complex
000370,5354_0033,sanskrit-manuscripts,vrittaratnakarah,complex
000371,5354_0008,sanskrit-manuscripts,vrittaratnakarah,complex
000372,5354_0055,sanskrit-manuscripts,vrittaratnakarah,complex
000373,5354_0052,sanskrit-manuscripts,vrittaratnakarah,simple
000374,5354_0021,sanskrit-manuscripts,vrittaratnakarah,complex
000375,5354_0031,sanskrit-manuscripts,vrittaratnakarah,complex
000376,5354_0004,sanskrit-manuscripts,vrittaratnakarah,complex
000377,5354_0015,sanskrit-manuscripts,vrittaratnakarah,complex
000378,5354_0037,sanskrit-manuscripts,vrittaratnakarah,complex
000379,5354_0003,sanskrit-manuscripts,vrittaratnakarah,complex
000380,5354_0010,sanskrit-manuscripts,vrittaratnakarah,complex
000381,5354_0027,sanskrit-manuscripts,vrittaratnakarah,complex
000382,5354_0045,sanskrit-manuscripts,vrittaratnakarah,simple
000383,5354_0054,sanskrit-manuscripts,vrittaratnakarah,complex
000384,5354_0050,sanskrit-manuscripts,vrittaratnakarah,simple
000385,5354_0026,sanskrit-manuscripts,vrittaratnakarah,complex
000386,5354_0001,sanskrit-manuscripts,vrittaratnakarah,complex
000387,5354_0016,sanskrit-manuscripts,vrittaratnakarah,complex
000388,5354_0022,sanskrit-manuscripts,vrittaratnakarah,complex
000389,5354_0047,sanskrit-manuscripts,vrittaratnakarah,complex
000390,5354_0041,sanskrit-manuscripts,vrittaratnakarah,simple
000391,5354_0028,sanskrit-manuscripts,vrittaratnakarah,simple
000392,5354_0017,sanskrit-manuscripts,vrittaratnakarah,complex
000393,5354_0029,sanskrit-manuscripts,vrittaratnakarah,complex
000394,5354_0044,sanskrit-manuscripts,vrittaratnakarah,complex
000395,752_0004,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,simple
000396,752_0010,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,simple
000397,752_0011,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,simple
000398,752_0013,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,simple
000399,752_0005,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,complex
000400,752_0003,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,simple
000401,752_0012,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,simple
000402,752_0009,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,simple
000403,752_0001,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,complex
000404,752_0002,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,simple
000405,752_0006,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,simple
000406,752_0008,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,simple
000407,752_0007,sanskrit-manuscripts,bhagavatapuranam-sateekam-skandha-1-1mashlokah,simple
000408,838_0009,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000409,838_0002,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000410,838_0026,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000411,838_0024,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000412,838_0016,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000413,838_0005,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000414,838_0017,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000415,838_0023,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000416,838_0014,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000417,838_0011,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000418,838_0030,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000419,838_0027,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000420,838_0012,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000421,838_0010,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000422,838_0021,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000423,838_0020,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000424,838_0004,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000425,838_0022,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000426,838_0003,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000427,838_0007,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000428,838_0008,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000429,838_0015,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000430,838_0013,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000431,838_0025,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000432,838_0029,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000433,838_0028,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000434,838_0018,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000435,838_0006,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000436,838_0001,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,complex
000437,838_0019,sanskrit-manuscripts,bhagavatamahatmyam-padmapuranagatam1,simple
000438,408_0001,sanskrit-manuscripts,ravisankrantivicharah,complex
000439,408_0003,sanskrit-manuscripts,ravisankrantivicharah,simple
000440,408_0002,sanskrit-manuscripts,ravisankrantivicharah,simple
000441,408_0004,sanskrit-manuscripts,ravisankrantivicharah,simple
000442,215_0012,sanskrit-manuscripts,yajnavalkyashiksha,simple
000443,215_0005,sanskrit-manuscripts,yajnavalkyashiksha,complex
000444,215_0010,sanskrit-manuscripts,yajnavalkyashiksha,simple
000445,215_0003,sanskrit-manuscripts,yajnavalkyashiksha,complex
000446,215_0009,sanskrit-manuscripts,yajnavalkyashiksha,simple
000447,215_0015,sanskrit-manuscripts,yajnavalkyashiksha,simple
000448,215_0007,sanskrit-manuscripts,yajnavalkyashiksha,simple
000449,215_0016,sanskrit-manuscripts,yajnavalkyashiksha,simple
000450,215_0013,sanskrit-manuscripts,yajnavalkyashiksha,simple
000451,215_0006,sanskrit-manuscripts,yajnavalkyashiksha,simple
000452,215_0008,sanskrit-manuscripts,yajnavalkyashiksha,simple
000453,215_0004,sanskrit-manuscripts,yajnavalkyashiksha,complex
000454,215_0011,sanskrit-manuscripts,yajnavalkyashiksha,simple
000455,215_0002,sanskrit-manuscripts,yajnavalkyashiksha,complex
000456,215_0014,sanskrit-manuscripts,yajnavalkyashiksha,simple
000457,44_0009,sanskrit-manuscripts,ashirmanimala,simple
000458,44_0016,sanskrit-manuscripts,ashirmanimala,simple
000459,44_0013,sanskrit-manuscripts,ashirmanimala,simple
000460,44_0005,sanskrit-manuscripts,ashirmanimala,complex
000461,44_0015,sanskrit-manuscripts,ashirmanimala,simple
000462,44_0004,sanskrit-manuscripts,ashirmanimala,complex
000463,44_0011,sanskrit-manuscripts,ashirmanimala,simple
000464,44_0008,sanskrit-manuscripts,ashirmanimala,simple
000465,44_0014,sanskrit-manuscripts,ashirmanimala,simple
000466,44_0002,sanskrit-manuscripts,ashirmanimala,simple
000467,44_0010,sanskrit-manuscripts,ashirmanimala,simple
000468,44_0003,sanskrit-manuscripts,ashirmanimala,complex
000469,44_0007,sanskrit-manuscripts,ashirmanimala,complex
000470,44_0006,sanskrit-manuscripts,ashirmanimala,complex
000471,44_0012,sanskrit-manuscripts,ashirmanimala,simple
000472,5693_0008,sanskrit-manuscripts,dashabhuvanapatayah,complex
000473,5693_0004,sanskrit-manuscripts,dashabhuvanapatayah,complex
000474,5693_0010,sanskrit-manuscripts,dashabhuvanapatayah,complex
000475,5693_0003,sanskrit-manuscripts,dashabhuvanapatayah,simple
000476,5693_0009,sanskrit-manuscripts,dashabhuvanapatayah,complex
000477,5693_0002,sanskrit-manuscripts,dashabhuvanapatayah,complex
000478,5693_0006,sanskrit-manuscripts,dashabhuvanapatayah,simple
000479,5693_0007,sanskrit-manuscripts,dashabhuvanapatayah,simple
000480,5693_0005,sanskrit-manuscripts,dashabhuvanapatayah,complex
000481,5693_0001,sanskrit-manuscripts,dashabhuvanapatayah,complex
